variable,dataset,usable,type,encoding_method,n_unique,n_missing,n_total,sample_values,notes
VNURXPFBA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFBS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFDE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFHA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFHP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFHS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFNA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNURXPFUA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX4TO,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBP3,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBPF,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBPH,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBPS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBUP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXEPB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMPB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPPB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXTLC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXTRS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXAPE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXETU,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMTO,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXOMO,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPTU,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXALD,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXALDLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXDIE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXDIELA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXDTC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXEND,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXENDLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXGHC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXGHCLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXHCB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXHCBLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXHPE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXHPELA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXMIR,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXMIRLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXODT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXODTLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXOXY,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXOXYLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXPDE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXPDELA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXPDT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXPDTLA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXTNA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXTNALA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXCNP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXCOP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXECP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXHIBP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMBP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMC1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMCOH,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMCP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMEP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMHBP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMHH,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMHNC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMHP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMIB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMNM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMNP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMOH,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMONP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMOP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMZP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNSUMDEHP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXDAZ,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXDMA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXEQU,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXETD,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXETL,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXGNS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP01,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP02,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP03,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP04,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP05,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP06,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP07,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP09,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP10,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP17,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP19,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXP25,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXSKSI,chemicals,TRUE,numeric,none,421,7262,20000,"4.245, 3.995, 4.27, 4.23, 4.525",NA
LBXSKSI2,chemicals,TRUE,numeric,none,206,17850,20000,"4.2, 4, 4.28, 4.55, 3.65",NA
URX24D,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX25T,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX4FP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXCB3,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMAL,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXOPM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXOXY,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPAR,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPCP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXTCC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXBSE,chemicals,TRUE,numeric,none,233,7366,20000,"106.5, 110.5, 109.5, 115, 109",NA
LBXSNASI,chemicals,TRUE,numeric,none,329,7262,20000,"141.2, 142.85, 139.15, 140.2, 140.4",NA
LBXSNASI2,chemicals,TRUE,numeric,none,141,17850,20000,"140.9, 142.8, 139.4, 139.9, 141.4",NA
URXECPT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMHHT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUAB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUAC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUAS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUAS3,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUAS5,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUDMA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUMMA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUTM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNSUMARS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUBA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUBE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUCO,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUCS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUMN,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUMO,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUNI,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUPB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUPT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUSB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUSN,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUSR,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUTL,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUTU,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXUUR,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDTLY,chemicals,TRUE,numeric,none,145,4202,20000,"16.5, 29, 7, 21.5, 47",NA
LBXALC,chemicals,TRUE,numeric,none,86,4202,20000,"4, 1, 6, 11, 1.5",NA
LBXARY,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXCBC1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXCBC2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXBCC,chemicals,TRUE,numeric,none,246,4202,20000,"14.5, 13.5, 7.5, 8.5, 28",NA
LBXBCC1,chemicals,TRUE,numeric,none,166,4274,20000,"13, 14, 5, 8, 31",NA
LBXBCC2,chemicals,TRUE,numeric,none,103,17667,20000,"16, 13, 10, 9, 25",NA
LBXBEC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXBEC1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXBEC2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXCLC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXCLZ,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXCRY,chemicals,TRUE,numeric,none,121,4202,20000,"9.5, 6.5, 14, 12, 9",NA
LBXGTC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXGTC1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXGTC2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXLUT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXLUZ,chemicals,TRUE,numeric,none,174,4202,20000,"42.5, 28, 10.5, 21, 19",NA
LBXLYC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXLYC1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXLYC2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXPHE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXPHF,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXRPL,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXRPL1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXRPL2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXRST,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXRST1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXRST2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVIA,chemicals,TRUE,numeric,none,240,4202,20000,"48, 75.5, 47, 54.5, 58.5",NA
LBXVIE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXZEA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBX4PA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXB12,chemicals,TRUE,numeric,none,1417,15525,20000,"413, 385, 595, 650, 230.5",NA
LBXPLP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVIC,chemicals,TRUE,numeric,none,456,5767,20000,"0.915, 0.87, 0.965, 1.15, 0.825",NA
LBXVD2MS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVD3MS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVE3MS,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVIDMS,chemicals,TRUE,numeric,none,1263,7229,20000,"33.55, 62.9, 52.45, 69.6, 51.8",NA
LBXVIDMS1,chemicals,TRUE,numeric,none,657,7229,20000,"37.4, 62.9, 47.7, 69.6, 50.7",NA
LBXVIDMS2,chemicals,TRUE,numeric,none,419,18578,20000,"29.7, 57.2, 52.9, 75.6, 32.4",NA
URXNDEA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXNMEA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXNMOR,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXNPIP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXNPYR,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBX2DF,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBX4CE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXNM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV06,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV07N,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV08N,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV1A,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV1D,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV1E,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV2A,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV2C,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV2E,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV2P,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV2T,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV3B,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV4C,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXV4E,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVBF,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVBM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVBZ,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVBZN,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVC6,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVCB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVCF,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVCM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVCT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVDB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVDE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVDEE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVDM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVDP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVDX,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVEA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVEB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVEC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVFN,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVHE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVIBN,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVIPB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVMC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVMCP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVME,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVMIK,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVNB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVOX,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVST,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVTC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVTE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVTFT,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVTHF,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVTO,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVTP,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVVB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXVXY,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX1DC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX2DC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX2MH,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URX34M,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXAAM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXAMC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXATC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBMA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXBPM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXCEM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXCYHA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXCYM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXDHB,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXDPM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXGAM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXHEM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXHP2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXHPM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXIPM1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXIPM3,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMAD,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMB1,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMB2,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXMB3,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPHE,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPHG,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPMA,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXPMM,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXTCV,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URXTTC,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXSZN,chemicals,FALSE,NA,NA,NA,20000,20000,NA,All values missing
SEQN_new,comments,FALSE,NA,NA,20000,0,20000,NA,ID variable - exclude
LBDBSE2LC,comments,TRUE,numeric,none,1,17898,20000,0,NA
LBDLYC1LC,comments,TRUE,numeric,none,2,4274,20000,"0, 1",NA
LBDLYC2LC,comments,TRUE,numeric,none,2,17667,20000,"0, 1",NA
LBDALC1LC,comments,TRUE,numeric,none,1,4274,20000,0,NA
LBDALC2LC,comments,TRUE,numeric,none,1,17667,20000,0,NA
LBDCBCLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDCRY1LC,comments,TRUE,numeric,none,1,4274,20000,0,NA
LBDCRY2LC,comments,TRUE,numeric,none,1,17667,20000,0,NA
LBDLUZ1LC,comments,TRUE,numeric,none,2,4274,20000,"0, 1",NA
LBDLUZ2LC,comments,TRUE,numeric,none,1,17667,20000,0,NA
LBDVIA1LC,comments,TRUE,numeric,none,1,4274,20000,0,NA
LBDVIA2LC,comments,TRUE,numeric,none,1,17667,20000,0,NA
URDUCD2LC,comments,TRUE,numeric,none,1,18323,20000,0,NA
LBXSCA1LC,comments,TRUE,numeric,none,2,7337,20000,"1, 0",NA
LBDBPB1LC,comments,TRUE,numeric,none,2,1902,20000,"0, 1",NA
LBDBPB2LC,comments,TRUE,numeric,none,2,17618,20000,"0, 1",NA
LBDBSE1LC,comments,TRUE,numeric,none,1,7445,20000,0,NA
LBDVIC1LC,comments,TRUE,numeric,none,2,5879,20000,"0, 1",NA
LBDVIC2LC,comments,TRUE,numeric,none,1,18406,20000,0,NA
URDUCD1LC,comments,TRUE,numeric,none,1,4660,20000,0,NA
LB1COTLC,comments,TRUE,numeric,none,2,4936,20000,"0, 1",NA
LB2COTLC,comments,TRUE,numeric,none,2,4936,20000,"0, 1",NA
LB3COTLC,comments,TRUE,numeric,none,2,18458,20000,"0, 1",NA
URDUIO2LC,comments,TRUE,numeric,none,2,18442,20000,"0, 1",NA
LBXB122LC,comments,TRUE,numeric,none,1,18842,20000,0,NA
LBXB121LC,comments,TRUE,numeric,none,1,15545,20000,0,NA
URDUIO1LC,comments,TRUE,numeric,none,2,4883,20000,"0, 1",NA
LBDACRLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDGLYLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD10ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD3ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD4ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD5ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD6ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD7ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD8ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBD9ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBZLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDCRLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDI5ALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDTLALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD1NPLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD2NPLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD4BPLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDANSLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDDMNLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDOTDLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD4MALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD4DALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD5NALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URD6DALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDPDALC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDAAZLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDATZLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDDCZLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDDTZLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDSISLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
URDSIMLC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBB1LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR1LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR2LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR3LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR4LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR5LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR66C,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR6LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR7LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBDBR8LC,comments,FALSE,NA,NA,NA,20000,20000,NA,All values missing
